Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Category sound	Additional information
1125	Spectrogram 1	1	9358.396	9366.75	881.6	7053.1	Bird	
1126	Spectrogram 1	1	9373.396	9376.018	0	6759.2	Buzz	
1127	Spectrogram 1	1	9377.665	9399.738	685.7	6857.1	Bird	low
1128	Spectrogram 1	1	9398.457	9404.921	0	8326.5	Buzz	
1129	Spectrogram 1	1	9409.006	9455.677	1175.5	6661.2	Bird	low
1130	Spectrogram 1	1	9411.232	9415.213	0	4995.9	Buzz	
1131	Spectrogram 1	1	9424.969	9430.213	0	4800	Buzz	
1132	Spectrogram 1	1	9452.102	9562.346	3541	17836.1	Other animal	
1133	Spectrogram 1	1	9454.408	9457.579	0	4310.2	Buzz	
1134	Spectrogram 1	1	9460.67	9477.762	1469.4	6955.1	Bird	low
1135	Spectrogram 1	1	9461.055	9468.006	0	3526.5	Buzz	
1136	Spectrogram 1	1	9476.969	9481.055	0	15477.6	Buzz	
1137	Spectrogram 1	1	9487.351	9571.122	1371.4	7053.1	Bird	low
1138	Spectrogram 1	1	9518.957	9528.896	0	5387.8	Buzz	
1139	Spectrogram 1	1	9562.419	9608.639	3672.1	17573.8	Other animal	
1140	Spectrogram 1	1	9577.988	9604.146	783.7	7346.9	Bird	low
1141	Spectrogram 1	1	9614.249	9716.273	3803.3	18098.4	Other animal	
1142	Spectrogram 1	1	9614.329	9683.177	1077.6	7738.8	Bird	low
1143	Spectrogram 1	1	9623.695	9635.006	0	6661.2	Buzz	
1144	Spectrogram 1	1	9662.963	9665.219	0	4408.2	Buzz	
1145	Spectrogram 1	1	9673.146	9675.463	0	4800	Buzz	
1146	Spectrogram 1	1	9683.055	9686.287	0	4506.1	Buzz	
1147	Spectrogram 1	1	9688.408	9728.881	881.6	6171.4	Bird	low
1148	Spectrogram 1	1	9695.067	9697.018	5093.9	9991.8	Bird	
1149	Spectrogram 1	1	9716.639	9742.249	3409.8	18360.7	Other animal	
1150	Spectrogram 1	1	9728.271	9735.588	2155.1	10579.6	Bird	
1151	Spectrogram 1	1	9735.266	9767.918	979.6	5975.5	Bird	low
1152	Spectrogram 1	1	9754.931	9934.639	4196.7	16524.6	Other animal	
1153	Spectrogram 1	1	9791.668	9840.143	1469.4	6955.1	Bird	low
1154	Spectrogram 1	1	9807.338	9810.631	1371.4	10873.5	Bird	
1155	Spectrogram 1	1	9851.46	9931.04	881.6	5877.6	Bird	low
1156	Spectrogram 1	1	9896.948	9900.424	0	6661.2	Bird	
1157	Spectrogram 1	1	9922.686	9925.186	4898	9893.9	Bird	
1158	Spectrogram 1	1	9930.918	9960.308	881.6	6073.5	Bird	low
1159	Spectrogram 1	1	9934.468	10024.102	4327.9	16918	Other animal	
1160	Spectrogram 1	1	9949.393	9952.503	1371.4	5877.6	Bird	
1161	Spectrogram 1	1	9960.222	9999.857	881.6	6465.3	Bird	low
1162	Spectrogram 1	1	9976.869	9982.54	0	4408.2	Buzz	
1163	Spectrogram 1	1	9995.161	10005.161	685.7	6759.2	Bird	
1164	Spectrogram 1	1	10007.113	10013.088	783.7	8326.5	Bird	
1165	Spectrogram 1	1	10010.039	10013.576	1500	8250	Bird	low
1166	Spectrogram 1	1	10016.387	10019.101	0	6073.5	Buzz	
1167	Spectrogram 1	1	10022.088	10026.357	1077.6	9306.1	Bird	
1168	Spectrogram 1	1	10032.088	10036.235	1175.5	8620.4	Bird	
1169	Spectrogram 1	1	10046.614	10235.322	3672.1	14295.1	Other animal	
1170	Spectrogram 1	1	10050.076	10053.979	1175.5	8718.4	Bird	
1171	Spectrogram 1	1	10062.579	10065.079	4375	10000	Bird	
1172	Spectrogram 1	1	10062.637	10067.576	1175.5	8326.5	Bird	
1173	Spectrogram 1	1	10067.457	10073.527	489.8	9795.9	Bird	
1174	Spectrogram 1	1	10074.625	10079.32	979.6	9012.2	Bird	
1175	Spectrogram 1	1	10077.918	10082.918	979.6	9893.9	Bird	
1176	Spectrogram 1	1	10082.735	10095.783	881.6	6661.2	Bird	low
1177	Spectrogram 1	1	10089.259	10093.893	587.8	6073.5	Bird	
1178	Spectrogram 1	1	10095.174	10099.259	587.8	6955.1	Bird	
1179	Spectrogram 1	1	10110.991	10114.991	1077.6	6759.2	Bird	
1180	Spectrogram 1	1	10121.783	10125.259	783.7	7542.9	Bird	
1181	Spectrogram 1	1	10126.149	10130.661	587.8	6759.2	Bird	
1182	Spectrogram 1	1	10141.271	10144.32	1273.5	9893.9	Bird	
1183	Spectrogram 1	1	10179.061	10182.308	0	6269.4	Buzz	
1184	Spectrogram 1	1	10190.698	10224.54	1175.5	5779.6	Bird	low
1185	Spectrogram 1	1	10198.411	10202.009	1371.4	6318.4	Bird	
1186	Spectrogram 1	1	10223.93	10231.613	875	7346.9	Bird	
1187	Spectrogram 1	1	10235.688	10262.151	4065.6	15606.6	Other animal	
1188	Spectrogram 1	1	10235.979	10251.588	881.6	7640.8	Bird	low
1189	Spectrogram 1	1	10252.533	10256.101	1077.6	7346.9	Bird	
1190	Spectrogram 1	1	10264.712	10318.2	3278.7	15082	Other animal	
1191	Spectrogram 1	1	10265.552	10270.247	0	6269.4	Buzz	
1192	Spectrogram 1	1	10276.344	10287.869	881.6	6465.3	Bird	low
1193	Spectrogram 1	1	10290.649	10325.771	979.6	5975.5	Bird	low
1194	Spectrogram 1	1	10317.468	10413.81	3409.8	15475.4	Other animal	
1195	Spectrogram 1	1	10341.876	10351.205	1175.5	6269.4	Bird	low
1196	Spectrogram 1	1	10350.108	10353.705	979.6	10089.8	Bird	
1197	Spectrogram 1	1	10358.522	10383.4	587.8	6367.3	Bird	low
1198	Spectrogram 1	1	10398.986	10430.998	1077.6	6073.5	Bird	low
1199	Spectrogram 1	1	10405.205	10408.315	783.7	6955.1	Bird	
1200	Spectrogram 1	1	10415.346	10434.614	3934.4	15868.9	Other animal	
1201	Spectrogram 1	1	10424.474	10428.315	0	5485.7	Buzz	
1202	Spectrogram 1	1	10441.998	10459.376	783.7	6367.3	Bird	low
1203	Spectrogram 1	1	10442.297	10481.81	4065.6	14950.8	Other animal	
1204	Spectrogram 1	1	10464.132	10468.339	783.7	6955.1	Bird	
1205	Spectrogram 1	1	10475.913	10477.864	0	5093.9	Bird	
1206	Spectrogram 1	1	10480.486	10483.413	0	5485.7	Buzz	
1207	Spectrogram 1	1	10485.961	10494.376	0	4702	Bird	
1208	Spectrogram 1	1	10489.986	10492.242	625	4250	Bird	
1209	Spectrogram 1	1	10490.956	10495.102	3541	13114.8	Other animal	
1210	Spectrogram 1	1	10498.504	10503.565	930.6	9453.1	Bird	
1211	Spectrogram 1	1	10503.883	10510.956	3147.5	13639.3	Other animal	
1212	Spectrogram 1	1	10509.693	10514.388	979.6	9893.9	Bird	
1213	Spectrogram 1	1	10515.291	10518.461	1175.5	5975.5	Bird	low
1214	Spectrogram 1	1	10517.73	10526.327	0	2546.9	Bird	
1215	Spectrogram 1	1	10519.736	10525.834	3147.5	14426.2	Other animal	
1216	Spectrogram 1	1	10524.632	10529.571	979.6	9208.2	Bird	
1217	Spectrogram 1	1	10532.852	10537.059	0	7151	Bird	low
1218	Spectrogram 1	1	10535.907	10548.346	3147.5	14819.7	Other animal	
1219	Spectrogram 1	1	10543.529	10547.644	881.6	6171.4	Bird	
1220	Spectrogram 1	1	10548.559	10575.693	587.8	9991.8	Bird	
1221	Spectrogram 1	1	10561.821	10567.187	750	5750	Bird	
1222	Spectrogram 1	1	10575.48	10579.931	587.8	4898	Bird	
1223	Spectrogram 1	1	10584.931	10590.785	3278.7	13639.3	Other animal	
1224	Spectrogram 1	1	10587.949	10596.608	685.7	5093.9	Bird	low
1225	Spectrogram 1	1	10595.541	10601.821	4784.2	10465.8	Bird	
1226	Spectrogram 1	1	10596.583	10650.608	685.7	5583.7	Bird	
1227	Spectrogram 1	1	10606.883	10631.98	3803.3	12852.5	Other animal	
1228	Spectrogram 1	1	10632.01	10634.022	0	5779.6	Buzz	
1229	Spectrogram 1	1	10638.322	10665.273	3803.3	15082	Other animal	
1230	Spectrogram 1	1	10647.657	10657.596	0	2840.8	Bird	
1231	Spectrogram 1	1	10651.01	10660.522	5387.8	12440.8	Bird	
1232	Spectrogram 1	1	10652.863	10654.632	0	5681.6	Buzz	
1233	Spectrogram 1	1	10672.291	10677.9	0	5387.8	Bird	
1234	Spectrogram 1	1	10689.096	10694.035	489.8	4506.1	Bird	low
1235	Spectrogram 1	1	10699.371	10720.102	3672.1	15082	Other animal	
1236	Spectrogram 1	1	10701.376	10702.9	0	4212.2	Bird	
1237	Spectrogram 1	1	10704.035	10719.461	979.6	5289.8	Bird	low
1238	Spectrogram 1	1	10729.005	10796.273	2754.1	16131.1	Other animal	
1239	Spectrogram 1	1	10731.876	10749.071	1077.6	6000	Bird	low
1240	Spectrogram 1	1	10734.315	10747.242	6125	10625	Bird	
1241	Spectrogram 1	1	10748.888	10760.474	750	4408.2	Bird	low
1242	Spectrogram 1	1	10755.169	10767.242	5387.8	12244.9	Bird	low
1243	Spectrogram 1	1	10759.498	10782.608	1175.5	6661.2	Bird	low
1244	Spectrogram 1	1	10766.205	10779.681	0	4114.3	Buzz	
1245	Spectrogram 1	1	10788.986	10791.547	489.8	10971.4	Bird	low
1246	Spectrogram 1	1	10796.273	10956.956	3803.3	17311.5	Other animal	
1247	Spectrogram 1	1	10805.266	10810.205	1273.5	6955.1	Bird	low
1248	Spectrogram 1	1	10809.779	10813.315	0	4506.1	Buzz	
1249	Spectrogram 1	1	10820.083	10823.376	0	5877.6	Bird	
1250	Spectrogram 1	1	10834.035	10847.571	979.6	7249	Bird	low
1251	Spectrogram 1	1	10858.73	10878.608	0	6269.4	Buzz	
1252	Spectrogram 1	1	10872.608	10909.559	979.6	7249	Bird	low
1253	Spectrogram 1	1	10917.608	10922.364	0	4408.2	Bird	low
1254	Spectrogram 1	1	10927.614	10960.876	881.6	6759.2	Bird	low
1255	Spectrogram 1	1	10956.956	11050.114	3803.3	17836.1	Other animal	
1256	Spectrogram 1	1	10962.004	10967.004	0	4604.1	Buzz	
1257	Spectrogram 1	1	10983.254	10989.26	0	6661.2	Buzz	
1258	Spectrogram 1	1	10988.541	11042.321	1273.5	6857.1	Bird	low
1259	Spectrogram 1	1	10998.053	11005.797	0	4114.3	Buzz	
1260	Spectrogram 1	1	11017.809	11025.919	0	4114.3	Buzz	
1261	Spectrogram 1	1	11042.846	11045.224	0	5387.8	Bird	low
1262	Spectrogram 1	1	11052.761	11111.053	3934.4	15737.7	Other animal	
1263	Spectrogram 1	1	11065.772	11081.809	881.6	5485.7	Bird	low
1264	Spectrogram 1	1	11085.986	11096.321	0	4114.3	Buzz	
1265	Spectrogram 1	1	11101.297	11112.516	0	4604.1	Buzz	
1266	Spectrogram 1	1	11110.898	11184.8	3803.3	16000	Other animal	
1267	Spectrogram 1	1	11117.211	11182.491	979.6	6465.3	Bird	low
1268	Spectrogram 1	1	11134.163	11150.199	0	3428.6	Buzz	
